user_id,country,device,campaign,clicked,amount
20568,India,Tablet,Referral,1,30.22
96165,UK,Desktop,Retargeting,1,298.26
60474,Canada,Mobile,Festive,1,90.05
29127,Canada,Mobile,Referral,1,466.77
10983,Germany,Mobile,Launch,0,107.6
75546,India,Tablet,Launch,0,472.51
82461,USA,Tablet,Launch,0,452.62
37409,USA,Mobile,Festive,1,495.92
65434,USA,Desktop,Summer,1,269.88
11832,USA,Desktop,Retargeting,1,329.09
17606,USA,Mobile,Festive,0,499.03
53086,India,Mobile,Launch,0,235.62
72799,UK,Mobile,Launch,0,204.61
69069,India,Tablet,Festive,0,494.04
65074,USA,Desktop,Launch,0,124.98
32582,Germany,Tablet,Retargeting,1,487.94
68367,Canada,Tablet,Launch,1,131.22
67977,UK,Mobile,Launch,1,145.11
85982,Germany,Mobile,Summer,0,101.24
44694,Germany,Mobile,Retargeting,0,452.11
51771,Canada,Mobile,Summer,0,347.43
47950,UK,Mobile,Summer,1,141.72
87013,USA,Tablet,Summer,0,20.69
68208,UK,Tablet,Retargeting,0,423.14
48841,UK,Mobile,Festive,0,147.21
76068,USA,Desktop,Retargeting,0,465.86
48160,USA,Desktop,Retargeting,0,199.57
28622,UK,Desktop,Festive,0,170.37
41625,India,Mobile,Festive,0,452.65
85411,Canada,Mobile,Summer,1,111.6
94066,Germany,Mobile,Festive,1,161.13
81892,Canada,Mobile,Launch,1,112.44
90696,Germany,Desktop,Referral,1,346.19
77807,Canada,Tablet,Referral,1,247.34
18990,Canada,Mobile,Festive,1,209.66
88218,Germany,Mobile,Referral,0,160.24
75780,India,Tablet,Launch,1,150.35
84292,Canada,Desktop,Retargeting,0,57.71
12300,Canada,Mobile,Referral,1,174.14
31242,India,Mobile,Referral,1,336.86
23177,UK,Tablet,Referral,1,371.96
27725,Canada,Tablet,Festive,1,315.79
27869,Germany,Desktop,Launch,0,199.16
89849,Germany,Mobile,Referral,1,472.93
67448,Germany,Tablet,Retargeting,1,280.99
97652,Germany,Tablet,Referral,0,14.98
88125,India,Mobile,Summer,1,391.35
38652,USA,Tablet,Referral,0,232.88
51610,UK,Desktop,Festive,1,46.91
55641,USA,Desktop,Festive,1,403.83
28974,India,Desktop,Retargeting,1,463.46
10973,USA,Mobile,Launch,1,121.36
41236,USA,Mobile,Summer,1,122.2
89650,Canada,Desktop,Festive,1,445.48
77067,Germany,Desktop,Retargeting,1,143.3
81282,USA,Desktop,Launch,0,365.4
49638,USA,Desktop,Summer,1,194.48
54922,UK,Desktop,Retargeting,0,148.76
16381,Germany,Desktop,Retargeting,1,292.37
71993,Canada,Desktop,Referral,1,99.97
18727,Canada,Mobile,Launch,1,152.72
49691,USA,Mobile,Retargeting,0,374.29
71619,USA,Desktop,Retargeting,0,393.1
59191,Germany,Tablet,Referral,1,408.54
31237,USA,Mobile,Referral,0,272.86
87236,Canada,Desktop,Festive,1,417.93
26043,India,Tablet,Summer,1,260.73
96927,Germany,Tablet,Launch,0,72.78
10537,USA,Mobile,Summer,1,459.57
22860,USA,Mobile,Referral,1,181.28
16129,Germany,Tablet,Retargeting,0,392.5
91778,USA,Mobile,Retargeting,1,226.72
16260,Germany,Mobile,Retargeting,1,451.96
30600,Germany,Desktop,Referral,1,483.27
28391,UK,Tablet,Referral,0,159.85
53366,Canada,Tablet,Referral,1,288.32
98539,India,Mobile,Festive,0,82.42
73292,Canada,Mobile,Launch,0,440.44
97970,Germany,Mobile,Launch,1,273.87
25356,UK,Tablet,Festive,0,36.8
73523,USA,Desktop,Referral,0,28.07
50174,UK,Tablet,Summer,0,376.11
62791,Canada,Mobile,Referral,1,325.97
53519,Germany,Desktop,Retargeting,0,227.21
39344,Germany,Tablet,Summer,0,284.41
60140,Canada,Tablet,Festive,0,335.67
94572,Germany,Mobile,Festive,0,133.04
58437,Germany,Tablet,Referral,1,307.29
81934,Germany,Mobile,Launch,1,48.49
91424,UK,Mobile,Summer,1,244.72
23688,Canada,Tablet,Launch,1,468.42
37255,India,Tablet,Launch,0,148.66
43356,Germany,Desktop,Launch,0,322.07
56844,UK,Desktop,Festive,1,204.62
38608,Canada,Tablet,Launch,0,296.01
41671,Germany,Desktop,Launch,0,404.14
90045,India,Desktop,Retargeting,1,201.53
42902,Germany,Mobile,Referral,0,128.4
69621,Canada,Mobile,Summer,0,458.34
94313,Germany,Tablet,Retargeting,1,46.93
31721,USA,Desktop,Referral,0,438.9
39578,UK,Mobile,Launch,1,124.93
91280,India,Desktop,Retargeting,0,294.79
29231,UK,Desktop,Summer,0,424.45
10625,USA,Desktop,Launch,0,54.06
85957,Canada,Tablet,Referral,0,496.29
34084,UK,Tablet,Referral,1,72.38
21972,India,Tablet,Referral,0,204.93
99575,Germany,Desktop,Festive,0,175.08
11264,India,Mobile,Launch,1,163.51
53831,Canada,Desktop,Referral,1,301.38
36323,India,Mobile,Summer,0,17.64
16663,India,Tablet,Summer,0,160.85
57106,UK,Mobile,Summer,0,310.45
92474,Germany,Tablet,Retargeting,0,272.39
46860,Canada,Tablet,Referral,0,261.23
82443,Germany,Desktop,Festive,1,256.34
57050,Canada,Desktop,Referral,1,217.54
36149,USA,Tablet,Festive,1,187.52
79693,Canada,Mobile,Retargeting,1,212.11
24422,UK,Tablet,Summer,1,219.14
95073,UK,Mobile,Festive,0,27.98
67452,UK,Tablet,Retargeting,1,495.18
59499,Canada,Tablet,Summer,1,176.2
80971,UK,Mobile,Summer,0,112.12
74414,Canada,Desktop,Summer,1,123.47
24833,India,Mobile,Launch,0,146.21
15692,Germany,Mobile,Summer,1,455.36
12210,Canada,Desktop,Launch,1,336.85
11417,Germany,Mobile,Referral,0,447.84
18613,UK,Mobile,Referral,0,62.68
49560,Canada,Mobile,Festive,1,128.08
80704,USA,Tablet,Referral,0,443.56
62869,Germany,Mobile,Retargeting,0,327.86
20552,USA,Tablet,Launch,0,96.91
39658,USA,Desktop,Festive,1,92.03
60392,USA,Tablet,Launch,1,452.93
77327,UK,Mobile,Launch,1,332.49
80402,UK,Desktop,Referral,0,467.44
15952,UK,Desktop,Referral,1,228.84
24406,UK,Desktop,Summer,0,251.31
26896,Canada,Mobile,Referral,0,437.62
36510,India,Desktop,Referral,0,263.32
53300,Germany,Tablet,Launch,1,143.73
67810,UK,Tablet,Referral,1,175.98
95918,Germany,Tablet,Summer,1,432.94
18310,India,Tablet,Retargeting,1,117.96
65163,USA,Desktop,Festive,0,152.13
97046,Canada,Desktop,Referral,0,420.38
62176,UK,Tablet,Referral,0,172.45
41274,India,Mobile,Retargeting,1,158.75
63513,India,Tablet,Retargeting,0,25.63
68701,USA,Desktop,Launch,1,91.12
76308,USA,Desktop,Retargeting,1,486.73
63199,Germany,Tablet,Summer,0,111.07
73434,Germany,Desktop,Referral,0,231.55
30900,India,Mobile,Launch,0,365.81
56097,Germany,Mobile,Launch,1,26.35
31653,Germany,Desktop,Retargeting,0,86.74
99770,USA,Desktop,Launch,1,86.56
13015,Germany,Mobile,Summer,1,64.04
61428,UK,Tablet,Launch,1,136.66
81108,Germany,Desktop,Festive,0,81.83
24790,Canada,Desktop,Launch,1,306.87
40230,Canada,Tablet,Festive,1,187.41
11648,India,Tablet,Summer,0,47.21
92951,Canada,Desktop,Festive,0,409.56
31621,UK,Mobile,Launch,0,140.61
24982,Germany,Desktop,Summer,0,94.35
27887,USA,Desktop,Summer,1,375.18
43318,USA,Tablet,Summer,0,317.49
56789,UK,Mobile,Summer,1,35.09
44839,India,Mobile,Festive,1,238.97
88175,UK,Desktop,Launch,1,198.6
72630,India,Mobile,Festive,0,468.24
59957,Germany,Desktop,Referral,0,70.71
92984,India,Mobile,Referral,0,80.44
86931,Canada,Desktop,Festive,1,162.97
66524,Canada,Mobile,Retargeting,1,120.31
74145,UK,Mobile,Summer,1,127.28
40409,India,Tablet,Referral,0,434.2
32377,India,Desktop,Festive,1,336.84
23649,UK,Desktop,Retargeting,0,404.62
13465,UK,Desktop,Summer,0,83.96
22126,India,Tablet,Launch,0,317.03
37208,Germany,Tablet,Launch,0,32.92
26781,Canada,Tablet,Launch,0,81.51
55039,USA,Mobile,Launch,1,92.54
79877,USA,Desktop,Summer,0,440.16
18581,Germany,Mobile,Referral,1,117.6
63557,Canada,Desktop,Festive,0,416.86
96165,UK,Mobile,Festive,1,33.91
67853,Germany,Tablet,Referral,1,92.4
53669,UK,Mobile,Retargeting,1,444.7
67404,India,Tablet,Retargeting,0,184.54
83938,Germany,Desktop,Festive,0,195.76
29763,UK,Desktop,Summer,1,73.31
72658,USA,Mobile,Summer,0,168.3
29520,India,Tablet,Festive,1,225.55
41065,UK,Tablet,Retargeting,1,431.49
23195,Canada,Mobile,Retargeting,1,49.67
33934,Germany,Desktop,Summer,1,499.38
20697,UK,Desktop,Retargeting,1,136.42
75996,USA,Tablet,Festive,0,478.2
38579,Germany,Desktop,Retargeting,0,159.99
89253,USA,Tablet,Referral,1,145.75
69845,Canada,Desktop,Festive,1,303.91
74757,Canada,Tablet,Launch,1,485.47
52919,Germany,Mobile,Summer,1,482.87
42666,USA,Desktop,Launch,1,206.87
34146,USA,Mobile,Festive,0,155.31
49527,Germany,Mobile,Festive,1,297.35
37424,USA,Tablet,Festive,0,214.37
25996,Canada,Tablet,Retargeting,0,223.84
98223,Germany,Mobile,Retargeting,1,165.22
32977,USA,Tablet,Summer,0,447.79
75061,Germany,Desktop,Festive,0,196.25
23776,Canada,Desktop,Festive,0,342.93
36623,USA,Desktop,Referral,0,260.38
74102,Canada,Tablet,Retargeting,0,439.77
72195,USA,Tablet,Summer,1,430.32
80898,Canada,Desktop,Retargeting,1,54.4
66586,Canada,Mobile,Summer,1,119.58
64967,Germany,Mobile,Retargeting,1,144.02
43227,Germany,Tablet,Referral,0,384.92
89289,Germany,Tablet,Referral,0,246.33
18646,Germany,Tablet,Retargeting,0,291.5
63506,USA,Tablet,Summer,0,209.73
89305,UK,Tablet,Launch,0,41.65
56218,Canada,Desktop,Festive,0,354.21
12266,UK,Tablet,Festive,0,398.28
79034,Canada,Tablet,Summer,1,164.18
72268,USA,Tablet,Festive,0,264.39
98195,UK,Tablet,Referral,1,307.46
63809,Canada,Desktop,Launch,1,86.45
61082,USA,Desktop,Launch,1,424.29
74805,India,Mobile,Retargeting,1,185.64
46412,Canada,Tablet,Launch,0,215.08
88965,India,Tablet,Launch,0,373.95
37333,Germany,Tablet,Summer,1,226.39
42055,Canada,Mobile,Festive,0,444.16
76947,Canada,Tablet,Referral,0,20.14
87142,USA,Mobile,Referral,0,14.83
81400,India,Tablet,Summer,0,149.99
18303,Canada,Tablet,Retargeting,1,348.31
34626,Germany,Tablet,Launch,0,244.3
67693,India,Mobile,Retargeting,1,41.53
82375,UK,Mobile,Summer,1,273.07
67575,USA,Mobile,Festive,0,187.72
58948,USA,Tablet,Referral,0,421.36
10438,Canada,Desktop,Retargeting,1,388.42
19822,USA,Desktop,Festive,0,69.75
63848,Canada,Tablet,Retargeting,0,237.58
42372,India,Tablet,Launch,1,401.12
78316,USA,Mobile,Referral,1,76.15
76456,India,Tablet,Summer,1,355.53
41985,Germany,Tablet,Referral,0,196.71
96582,Germany,Mobile,Referral,1,55.94
78425,UK,Desktop,Retargeting,0,390.51
85723,Canada,Desktop,Launch,0,201.91
37206,India,Mobile,Retargeting,0,245.76
56236,USA,Desktop,Summer,0,82.0
84699,UK,Mobile,Referral,1,242.03
95575,India,Mobile,Retargeting,0,443.5
58160,Canada,Desktop,Launch,0,313.94
47638,USA,Mobile,Referral,0,374.46
40934,India,Mobile,Summer,1,40.53
67780,India,Tablet,Festive,1,92.1
86483,India,Mobile,Referral,0,411.6
29007,USA,Tablet,Retargeting,1,28.54
54067,India,Desktop,Summer,1,312.84
63667,USA,Mobile,Festive,1,335.35
80642,Germany,Desktop,Launch,1,491.38
26897,Germany,Desktop,Festive,0,357.96
16686,India,Mobile,Festive,0,451.93
64894,India,Mobile,Summer,1,70.11
45083,Germany,Tablet,Festive,0,383.44
63203,UK,Tablet,Summer,0,134.97
31840,Germany,Mobile,Referral,0,382.88
50713,UK,Desktop,Referral,1,83.11
98374,USA,Tablet,Retargeting,1,15.22
21354,UK,Desktop,Summer,1,206.34
95730,Canada,Mobile,Referral,1,282.78
25863,USA,Desktop,Launch,1,80.79
21082,Canada,Desktop,Festive,1,276.33
33456,Germany,Tablet,Festive,0,273.86
30133,India,Tablet,Retargeting,0,12.46
40757,India,Tablet,Festive,0,258.01
53368,UK,Desktop,Festive,1,331.15
74761,UK,Desktop,Launch,1,176.99
12233,Canada,Tablet,Festive,1,307.08
83282,USA,Mobile,Festive,0,435.84
20489,Canada,Desktop,Summer,1,403.21
98589,Germany,Desktop,Retargeting,1,397.74
85175,Canada,Tablet,Festive,1,363.62
48488,UK,Mobile,Retargeting,0,361.1
18792,Germany,Tablet,Launch,1,178.72
90355,Germany,Desktop,Referral,1,65.25
69481,Canada,Mobile,Summer,1,418.44
78025,USA,Mobile,Launch,1,220.0
90164,India,Tablet,Launch,1,304.78
48797,India,Desktop,Summer,0,416.0
10789,Germany,Mobile,Festive,0,497.63
11628,Canada,Tablet,Summer,0,40.28
31359,Germany,Tablet,Launch,0,460.85
54476,Canada,Desktop,Retargeting,0,39.16
40390,USA,Tablet,Launch,0,240.62
21940,UK,Mobile,Launch,1,154.42
86126,Germany,Desktop,Launch,0,413.77
32767,Canada,Tablet,Summer,1,43.11
66504,India,Desktop,Retargeting,1,273.79
91766,USA,Tablet,Summer,0,363.64
93222,Canada,Desktop,Retargeting,1,301.53
89931,India,Desktop,Launch,1,220.69
56296,India,Mobile,Retargeting,1,125.81
53970,Germany,Tablet,Referral,1,277.25
10077,India,Desktop,Retargeting,0,471.84
85106,Canada,Tablet,Summer,0,76.61
44999,Germany,Desktop,Launch,0,95.19
17736,India,Tablet,Launch,0,63.84
22225,India,Tablet,Festive,0,146.68
97808,USA,Tablet,Referral,0,382.76
16129,India,Mobile,Summer,1,412.34
74711,UK,Tablet,Launch,0,121.41
48967,Canada,Desktop,Summer,1,443.14
41998,Canada,Tablet,Summer,0,243.23
75699,USA,Desktop,Summer,1,145.9
41320,India,Tablet,Launch,0,55.96
13530,Germany,Desktop,Referral,0,177.13
48775,India,Mobile,Summer,0,76.81
77985,Germany,Tablet,Festive,1,313.24
72020,Canada,Desktop,Festive,0,294.65
34166,UK,Desktop,Referral,0,137.7
21350,Canada,Desktop,Referral,1,341.27
91743,Germany,Mobile,Festive,1,77.92
47712,Canada,Desktop,Festive,0,240.45
25550,India,Desktop,Retargeting,1,86.01
20491,India,Mobile,Launch,1,285.22
63941,UK,Tablet,Summer,0,95.06
22043,India,Desktop,Referral,0,218.06
75121,India,Desktop,Festive,1,100.36
37006,India,Mobile,Summer,0,481.7
77897,USA,Mobile,Launch,0,93.39
40942,Canada,Tablet,Summer,0,150.72
46206,UK,Desktop,Summer,1,46.75
65226,UK,Mobile,Retargeting,1,380.28
25320,Germany,Desktop,Retargeting,0,50.5
38348,UK,Tablet,Referral,0,125.26
38117,Germany,Desktop,Launch,0,98.76
29837,Canada,Mobile,Summer,0,433.36
11434,USA,Desktop,Retargeting,1,469.29
94421,UK,Tablet,Retargeting,1,239.54
41083,India,Tablet,Referral,0,436.42
53621,UK,Tablet,Summer,0,360.18
79863,India,Tablet,Festive,0,355.67
81310,UK,Desktop,Summer,1,313.22
28651,Canada,Desktop,Retargeting,0,294.47
56065,Canada,Mobile,Summer,1,287.22
63455,UK,Desktop,Retargeting,0,285.11
50071,Germany,Mobile,Referral,0,203.08
92511,USA,Mobile,Summer,1,252.52
89566,UK,Desktop,Referral,1,497.82
23832,Germany,Desktop,Launch,0,423.03
14109,Canada,Desktop,Festive,0,488.05
29216,Canada,Tablet,Referral,1,337.24
39446,Germany,Desktop,Festive,0,403.72
21982,UK,Mobile,Retargeting,0,100.48
84002,India,Mobile,Summer,1,387.41
94420,UK,Desktop,Launch,0,308.38
96937,India,Desktop,Summer,1,51.62
29476,Canada,Desktop,Festive,0,409.8
16531,Germany,Desktop,Retargeting,1,35.81
73334,Germany,Desktop,Referral,0,45.37
77074,Germany,Tablet,Summer,1,147.85
45056,India,Tablet,Retargeting,0,497.14
89130,Germany,Tablet,Festive,1,18.63
61092,India,Mobile,Festive,1,175.48
17102,India,Mobile,Referral,1,262.02
76415,India,Mobile,Retargeting,1,412.44
54195,Canada,Mobile,Summer,0,452.99
10139,USA,Desktop,Summer,0,460.17
11855,India,Tablet,Launch,1,450.73
17244,USA,Tablet,Summer,0,345.89
29534,Canada,Mobile,Summer,0,255.79
36211,Canada,Mobile,Launch,0,470.5
93226,India,Desktop,Retargeting,1,483.32
98419,Canada,Desktop,Launch,0,120.31
70054,Canada,Tablet,Referral,1,466.95
38759,UK,Tablet,Summer,1,25.37
90565,Germany,Tablet,Summer,1,400.25
55418,UK,Mobile,Launch,1,109.68
74453,USA,Desktop,Festive,1,466.02
45621,India,Mobile,Launch,0,397.97
36157,Germany,Desktop,Summer,0,375.44
55415,USA,Tablet,Summer,1,424.08
22943,USA,Tablet,Summer,1,348.23
82582,India,Desktop,Launch,1,20.77
19870,UK,Desktop,Retargeting,0,256.61
83666,UK,Tablet,Festive,1,19.8
32503,USA,Mobile,Festive,1,496.81
49498,Canada,Mobile,Launch,1,435.37
91338,India,Mobile,Festive,0,225.37
94961,Germany,Mobile,Retargeting,0,443.26
62037,USA,Desktop,Summer,0,261.84
75359,Canada,Mobile,Launch,1,77.25
64470,USA,Desktop,Summer,1,244.33
76156,USA,Mobile,Festive,0,286.93
47680,India,Mobile,Summer,0,240.96
31247,Germany,Desktop,Referral,1,99.64
99271,Canada,Mobile,Retargeting,1,435.41
88382,UK,Desktop,Summer,0,222.26
73172,Canada,Mobile,Launch,1,314.93
11339,USA,Desktop,Referral,0,156.45
17957,Germany,Desktop,Launch,0,385.94
96211,Canada,Tablet,Retargeting,1,168.85
10111,USA,Desktop,Launch,1,144.82
52610,India,Desktop,Festive,1,36.61
96605,India,Tablet,Launch,1,63.3
13911,Canada,Desktop,Festive,0,330.4
48923,USA,Tablet,Retargeting,1,154.59
95992,Germany,Tablet,Retargeting,0,183.32
75352,Canada,Desktop,Summer,0,286.57
85849,Canada,Desktop,Summer,0,203.75
98520,Canada,Mobile,Retargeting,1,392.48
40933,UK,Tablet,Launch,1,200.2
81351,Canada,Mobile,Retargeting,1,46.28
85369,USA,Tablet,Launch,0,437.42
33686,India,Mobile,Festive,0,457.44
81775,Germany,Tablet,Launch,0,347.22
91152,Germany,Desktop,Summer,0,131.65
56790,UK,Tablet,Retargeting,0,290.05
70286,UK,Desktop,Festive,1,476.26
25815,Canada,Tablet,Festive,1,305.69
48520,UK,Tablet,Retargeting,1,174.84
43544,USA,Desktop,Retargeting,0,326.56
14202,Germany,Tablet,Summer,0,319.82
22038,UK,Desktop,Retargeting,1,397.18
10417,USA,Desktop,Summer,1,413.86
70820,USA,Mobile,Launch,0,333.58
83013,UK,Desktop,Festive,0,19.92
88759,Canada,Mobile,Festive,1,489.39
96143,Germany,Tablet,Launch,1,117.48
17318,Germany,Tablet,Retargeting,1,124.02
37620,Canada,Tablet,Summer,0,98.29
16213,India,Mobile,Launch,1,163.59
25002,India,Tablet,Referral,1,25.09
22232,UK,Desktop,Summer,0,105.64
70015,Canada,Desktop,Launch,1,343.63
56416,Canada,Mobile,Referral,1,173.39
36784,Germany,Mobile,Retargeting,1,485.64
42665,India,Tablet,Festive,1,243.64
73545,USA,Desktop,Summer,1,357.37
77700,UK,Desktop,Retargeting,1,464.6
60160,India,Tablet,Launch,0,193.42
29815,Germany,Tablet,Summer,0,229.17
76184,Canada,Tablet,Festive,1,60.17
19781,Germany,Tablet,Festive,1,59.46
28997,Germany,Mobile,Festive,1,391.57
77292,Canada,Mobile,Launch,0,196.51
70270,India,Mobile,Launch,0,266.95
42080,USA,Mobile,Festive,0,141.78
68897,India,Tablet,Launch,1,98.33
61336,UK,Tablet,Launch,0,331.87
49427,Canada,Desktop,Retargeting,1,461.79
43675,Canada,Tablet,Referral,0,55.53
88547,Germany,Tablet,Summer,1,93.66
77680,Germany,Mobile,Retargeting,1,297.21
38940,India,Desktop,Referral,1,135.75
54527,Germany,Mobile,Retargeting,1,305.6
52911,Canada,Desktop,Festive,0,387.11
18255,Canada,Mobile,Launch,0,325.0
13889,USA,Tablet,Referral,1,100.73
32417,USA,Desktop,Launch,1,167.41
46351,USA,Mobile,Summer,0,168.91
67563,USA,Mobile,Retargeting,1,59.07
27376,India,Tablet,Festive,1,422.39
25893,UK,Desktop,Festive,1,263.63
86582,Germany,Desktop,Retargeting,1,319.17
90060,UK,Desktop,Summer,1,484.71
28022,India,Desktop,Retargeting,0,36.1
98940,India,Tablet,Referral,1,428.36
37007,USA,Tablet,Referral,0,30.7
88280,Germany,Desktop,Retargeting,0,411.61
86742,India,Tablet,Festive,0,363.67
82238,India,Tablet,Summer,0,15.24
48747,USA,Tablet,Festive,1,417.22
49933,USA,Tablet,Launch,0,329.81
66931,Germany,Tablet,Festive,0,454.02
21817,USA,Mobile,Summer,0,461.75
55864,Canada,Mobile,Launch,0,481.02
82906,Canada,Desktop,Referral,0,335.12
19774,India,Desktop,Launch,0,236.78
86538,Canada,Desktop,Retargeting,1,74.94
86251,UK,Mobile,Festive,1,370.05
17883,Canada,Mobile,Retargeting,1,163.32
78053,UK,Tablet,Referral,1,127.78
36013,Canada,Tablet,Launch,1,446.77
42911,USA,Desktop,Launch,1,383.96
72175,Germany,Desktop,Referral,1,463.23
51953,Germany,Desktop,Festive,0,138.96
12977,UK,Mobile,Launch,1,135.54
16002,India,Desktop,Summer,1,52.0
84130,UK,Mobile,Referral,1,405.04
48393,Canada,Tablet,Summer,1,388.12
51549,Germany,Desktop,Launch,0,342.43
97849,UK,Desktop,Festive,0,336.62
55570,USA,Tablet,Festive,0,151.62
45337,UK,Desktop,Retargeting,0,468.18
99505,Canada,Mobile,Summer,1,284.28
10832,Canada,Mobile,Referral,0,74.07
86077,Germany,Mobile,Launch,1,122.98
56395,India,Mobile,Retargeting,0,260.89
35938,UK,Tablet,Festive,0,172.42
24204,USA,Tablet,Referral,1,375.47
23119,Germany,Desktop,Referral,1,258.37
58945,India,Desktop,Launch,0,222.62
39192,Germany,Tablet,Retargeting,0,90.85
21225,Germany,Desktop,Referral,1,267.21
95726,India,Desktop,Launch,1,480.4
68300,India,Tablet,Launch,1,386.3
75943,UK,Tablet,Referral,0,35.32
11888,UK,Tablet,Retargeting,0,118.87
38000,Germany,Tablet,Launch,0,302.28
34969,Canada,Desktop,Summer,1,138.3
16071,UK,Desktop,Summer,0,88.82
20990,Canada,Desktop,Summer,0,276.22
18351,USA,Mobile,Retargeting,1,264.66
29202,Canada,Tablet,Retargeting,0,461.07
82876,Canada,Mobile,Festive,0,311.76
91928,Canada,Desktop,Summer,0,413.96
74709,Germany,Tablet,Summer,1,208.74
99792,Canada,Tablet,Retargeting,1,248.02
34562,UK,Mobile,Referral,0,184.61
74804,India,Mobile,Referral,0,52.42
72064,UK,Desktop,Summer,1,244.09
74028,Canada,Tablet,Launch,1,298.72
90421,India,Mobile,Launch,1,480.72
39196,India,Desktop,Referral,1,439.73
83874,Canada,Desktop,Referral,1,193.72
47469,USA,Tablet,Festive,0,419.52
49561,USA,Desktop,Launch,0,104.29
15834,Germany,Desktop,Referral,0,61.76
66488,Germany,Tablet,Launch,1,314.44
44935,Canada,Desktop,Launch,1,491.22
16919,UK,Mobile,Festive,0,301.18
62545,Canada,Tablet,Retargeting,1,137.41
38101,India,Desktop,Retargeting,1,287.04
38862,India,Mobile,Launch,0,78.32
23679,India,Tablet,Referral,0,25.76
99037,Germany,Desktop,Referral,0,327.64
75207,India,Tablet,Summer,1,355.64
22742,Germany,Tablet,Festive,0,181.62
20271,UK,Mobile,Festive,1,162.93
14501,UK,Desktop,Retargeting,1,255.1
85943,India,Tablet,Retargeting,1,183.1
63423,USA,Mobile,Festive,1,482.19
77875,Canada,Tablet,Referral,0,484.96
86767,USA,Tablet,Festive,1,99.49
23952,India,Mobile,Summer,1,54.73
12458,UK,Tablet,Referral,1,454.94
45754,UK,Desktop,Festive,0,403.61
55623,UK,Mobile,Retargeting,1,430.19
27706,India,Tablet,Summer,1,306.04
75790,Canada,Desktop,Summer,0,299.04
44838,Germany,Desktop,Festive,0,40.02
